rev_id	worker_id	toxicity	toxicity_score
2850252.0	1535	0	0.0
2850252.0	1590	0	0.0
2850252.0	1549	0	0.0
3072376.0	228	0	0.0
3072376.0	215	0	0.0
3072376.0	282	0	0.0
3072376.0	328	0	0.0
3072376.0	86	0	0.0
3072376.0	341	0	0.0
3072376.0	366	0	0.0
3072376.0	467	0	0.0
3072376.0	176	0	0.0
3833612.0	3954	0	0.0
3833612.0	3935	0	0.0
3833612.0	3356	0	0.0
3833612.0	1811	0	0.0
3833612.0	3300	0	0.0
3833612.0	2203	0	0.0
3833612.0	1937	0	0.0
3833612.0	949	0	0.0
3833612.0	1499	0	0.0
3833612.0	1858	0	0.0
4402645.0	1565	0	0.0
4402645.0	1025	0	0.0
4402645.0	1566	0	0.0
4402645.0	1590	0	0.0
4402645.0	379	0	0.0
4402645.0	648	0	0.0
4402645.0	1610	0	0.0
4402645.0	1626	0	0.0
4402645.0	1550	0	0.0
5501854.0	3211	0	0.0
5501854.0	3257	0	0.0
5501854.0	1682	0	0.0
5501854.0	1096	0	0.0
5501854.0	3226	0	0.0
5501854.0	1752	0	0.0
5501854.0	2706	0	0.0
5501854.0	2750	0	0.0
5501854.0	2975	0	0.0
5501854.0	3223	0	0.0
5996506.0	203	0	0.0
5996506.0	3529	0	0.0
5996506.0	3537	0	0.0
5996506.0	3025	0	0.0
5996506.0	3535	0	0.0
5996506.0	2342	0	0.0
5996506.0	2369	0	0.0
5996506.0	1901	0	0.0
5996506.0	1234	0	0.0
5996506.0	2163	0	0.0
6117068.0	3225	0	0.0
6117068.0	3215	0	0.0
6117068.0	2723	0	0.0
6117068.0	3294	0	0.0
6117068.0	2260	0	0.0
6117068.0	1763	0	0.0
6117068.0	1020	0	0.0
6117068.0	2266	0	0.0
6117068.0	3286	0	0.0
6117068.0	674	0	0.0
6569572.0	793	0	0.0
6569572.0	823	0	0.0
6569572.0	1244	0	0.0
6569572.0	1250	0	0.0
6569572.0	4109	0	0.0
6569572.0	2548	0	0.0
6569572.0	3266	0	0.0
6569572.0	4133	0	0.0
6569572.0	4124	0	0.0
6569572.0	2843	0	0.0
7005403.0	3466	0	0.0
7005403.0	4039	0	0.0
7005403.0	3931	0	0.0
7005403.0	4054	0	0.0
7005403.0	4086	0	0.0
7005403.0	1246	0	0.0
7005403.0	1167	0	0.0
7005403.0	4096	0	0.0
7005403.0	4118	0	0.0
7005403.0	3780	0	0.0
7278042.0	3594	0	0.0
7278042.0	3592	0	0.0
7278042.0	3573	0	0.0
7278042.0	3603	0	0.0
7278042.0	3608	0	0.0
7278042.0	558	0	0.0
7278042.0	2479	0	0.0
7278042.0	3598	0	0.0
7278042.0	1815	0	0.0
7278042.0	1591	0	0.0
7482390.0	3093	0	0.0
7482390.0	3072	0	0.0
7482390.0	2386	0	0.0
7482390.0	1843	0	0.0
7482390.0	1219	0	0.0
7482390.0	1009	0	0.0
7482390.0	976	0	0.0
7482390.0	154	0	0.0
7482390.0	3085	0	0.0
7482390.0	2956	0	0.0
8078390.0	1608	0	0.0
8078390.0	838	0	0.0
8078390.0	3483	0	0.0
8078390.0	3458	0	0.0
8078390.0	3434	0	0.0
8078390.0	3291	0	0.0
8078390.0	3115	0	0.0
8078390.0	3076	0	0.0
8078390.0	3012	0	0.0
8190858.0	4186	0	0.0
8190858.0	4172	0	0.0
8190858.0	3505	0	0.0
8190858.0	3460	0	0.0
8190858.0	3174	0	0.0
8190858.0	3132	0	0.0
8190858.0	3948	0	0.0
8190858.0	3759	0	0.0
8190858.0	2011	0	0.0
8190858.0	2005	0	0.0
8355464.0	1612	0	0.0
8355464.0	2310	0	0.0
8355464.0	3387	0	0.0
8355464.0	3801	0	0.0
8355464.0	3957	0	0.0
8355464.0	3984	0	0.0
8355464.0	4020	0	0.0
8355464.0	4033	0	0.0
8355464.0	680	0	0.0
8384537.0	452	0	1.0
8384537.0	903	0	1.0
8384537.0	2426	0	1.0
8384537.0	928	0	1.0
8384537.0	2446	0	1.0
8384537.0	2461	0	1.0
8384537.0	2221	0	1.0
8384537.0	2441	0	1.0
8384537.0	451	0	1.0
8384537.0	453	0	1.0
8410988.0	33	0	0.0
8410988.0	197	0	0.0
8410988.0	377	0	0.0
8410988.0	645	0	0.0
8410988.0	1550	0	0.0
8410988.0	1513	0	0.0
8410988.0	1537	0	0.0
8410988.0	9	0	0.0
8410988.0	49	0	0.0
8410988.0	711	0	0.0
8470953.0	2051	0	0.0
8470953.0	2049	0	0.0
8470953.0	300	0	0.0
8470953.0	2054	0	0.0
8470953.0	2055	0	0.0
8470953.0	2056	0	0.0
8470953.0	1671	0	0.0
8470953.0	2230	0	0.0
8470953.0	2585	0	0.0
8470953.0	1741	0	0.0
8486458.0	2745	0	0.0
8486458.0	3731	0	0.0
8486458.0	3698	0	0.0
8486458.0	2517	0	0.0
8486458.0	3689	0	0.0
8486458.0	357	0	0.0
8486458.0	1110	0	0.0
8486458.0	1878	0	0.0
8486458.0	2835	0	0.0
8486458.0	3695	0	0.0
8898541.0	47	0	0.0
8898541.0	244	0	0.0
8898541.0	998	0	0.0
8898541.0	2063	0	0.0
8898541.0	1045	0	0.0
8898541.0	1153	0	0.0
8898541.0	2646	0	0.0
8898541.0	2432	0	0.0
8898541.0	2656	0	0.0
8898541.0	2593	0	0.0
9125825.0	2623	0	0.0
9125825.0	2610	0	0.0
9125825.0	2595	0	0.0
9125825.0	1873	0	0.0
9125825.0	1726	0	0.0
9125825.0	1725	0	0.0
9125825.0	1711	0	0.0
9125825.0	1016	0	0.0
9125825.0	899	0	0.0
9180326.0	859	0	0.0
9180326.0	1885	0	0.0
9180326.0	1391	0	0.0
9180326.0	1856	0	0.0
9180326.0	1895	0	0.0
9180326.0	2363	0	0.0
9180326.0	2374	0	0.0
9180326.0	2380	0	0.0
9180326.0	1865	0	0.0
9225525.0	668	0	0.0
9225525.0	674	0	0.0
9225525.0	2276	0	0.0
9225525.0	3292	0	0.0
9225525.0	3295	0	0.0
9225525.0	3302	0	0.0
9225525.0	2723	0	0.0
9225525.0	3269	0	0.0
9225525.0	2509	0	0.0
9225525.0	3301	0	0.0
9305637.0	729	0	0.0
9305637.0	1568	0	0.0
9305637.0	1551	0	0.0
9305637.0	1664	0	0.0
9305637.0	1689	0	0.0
9305637.0	1787	0	0.0
9305637.0	270	0	0.0
9305637.0	475	0	0.0
9305637.0	473	0	0.0
9305637.0	1449	0	0.0
9517809.0	3888	0	0.0
9517809.0	3796	0	0.0
9517809.0	285	0	0.0
9517809.0	563	0	0.0
9517809.0	621	0	0.0
9517809.0	1261	0	0.0
9517809.0	3797	0	0.0
9517809.0	1579	0	0.0
9517809.0	1805	0	0.0
9517809.0	3253	0	0.0
9623591.0	3625	0	0.0
9623591.0	3562	0	0.0
9623591.0	547	0	0.0
9623591.0	546	0	0.0
9623591.0	3639	0	0.0
9623591.0	548	0	0.0
9623591.0	550	0	0.0
9623591.0	1095	0	0.0
9623591.0	3086	0	0.0
10065275.0	3236	0	0.0
10065275.0	3262	0	0.0
10065275.0	1688	0	0.0
10065275.0	3220	0	0.0
10065275.0	2251	0	0.0
10065275.0	2901	0	0.0
10065275.0	1582	0	0.0
10065275.0	895	0	0.0
10065275.0	2733	0	0.0
10065275.0	2667	0	0.0
10269497.0	2556	0	0.0
10269497.0	2555	0	0.0
10269497.0	2952	0	0.0
10269497.0	2444	0	0.0
10269497.0	1981	0	0.0
10269497.0	2695	0	0.0
10269497.0	3292	0	0.0
10269497.0	3822	0	0.0
10269497.0	1936	0	0.0
10269497.0	3905	0	0.0
10368143.0	4040	0	0.0
10368143.0	3517	0	0.0
10368143.0	2872	0	0.0
10368143.0	2603	0	0.0
10368143.0	2004	0	0.0
10368143.0	1853	0	0.0
10368143.0	1729	0	0.0
10368143.0	1203	0	0.0
10368143.0	829	0	0.0
10368143.0	3769	0	0.0
10458527.0	4027	0	0.0
10458527.0	3022	0	0.0
10458527.0	3121	0	0.0
10458527.0	3968	0	0.0
10458527.0	4191	0	0.0
10458527.0	4188	0	0.0
10458527.0	4181	0	0.0
10458527.0	3970	0	0.0
10458527.0	4022	0	0.0
10516931.0	2693	0	0.0
10516931.0	136	0	0.0
10516931.0	2252	0	0.0
10516931.0	940	0	0.0
10516931.0	1402	0	0.0
10516931.0	1474	0	0.0
10516931.0	1594	0	0.0
10516931.0	3815	0	0.0
10516931.0	254	0	0.0
10893723.0	3044	0	0.0
10893723.0	4096	0	0.0
10893723.0	785	0	0.0
10893723.0	4095	0	0.0
10893723.0	3819	0	0.0
10893723.0	3650	0	0.0
10893723.0	3481	0	0.0
10893723.0	3463	0	0.0
10893723.0	4101	0	0.0
10893723.0	4109	0	0.0
10906596.0	918	0	0.0
10906596.0	933	0	0.0
10906596.0	2623	0	0.0
10906596.0	2631	0	0.0
10906596.0	887	0	0.0
10906596.0	1711	0	0.0
10906596.0	1723	0	0.0
10906596.0	2608	0	0.0
10906596.0	2615	0	0.0
10906596.0	2618	0	0.0
10953525.0	2634	0	0.0
10953525.0	1909	0	0.0
10953525.0	1725	0	0.0
10953525.0	1466	0	0.0
10953525.0	1010	0	0.0
10953525.0	763	0	0.0
10953525.0	2623	0	0.0
10953525.0	2619	0	0.0
10953525.0	2573	0	0.0
10953525.0	2038	0	0.0
11141626.0	786	0	0.0
11141626.0	3464	0	0.0
11141626.0	788	0	0.0
11141626.0	3037	0	0.0
11141626.0	1500	0	0.0
11141626.0	2682	0	0.0
11141626.0	2728	0	0.0
11141626.0	787	0	0.0
11141626.0	4083	0	0.0
11141626.0	3652	0	0.0
11190804.0	3641	0	0.0
11190804.0	554	0	0.0
11190804.0	3639	0	0.0
11190804.0	3638	0	0.0
11190804.0	3626	0	0.0
11190804.0	2347	0	0.0
11190804.0	546	0	0.0
11190804.0	3086	0	0.0
11190804.0	3559	0	0.0
11190804.0	2349	0	0.0
11523231.0	2117	0	0.0
11523231.0	2100	0	0.0
11523231.0	1881	0	0.0
11523231.0	3194	0	0.0
11523231.0	2659	0	0.0
11523231.0	1745	0	0.0
11523231.0	1088	0	0.0
11523231.0	1407	0	0.0
11523231.0	1685	0	0.0
11523231.0	1687	0	0.0
11641568.0	2704	0	0.0
11641568.0	239	0	0.0
11641568.0	387	0	0.0
11641568.0	1746	0	0.0
11641568.0	2539	0	0.0
11641568.0	3233	0	0.0
11641568.0	1277	0	0.0
11641568.0	3232	0	0.0
11641568.0	3231	0	0.0
11641568.0	2715	0	0.0
11714408.0	3465	0	0.0
11714408.0	358	0	0.0
11714408.0	3226	0	0.0
11714408.0	2952	0	0.0
11714408.0	2695	0	0.0
11714408.0	2555	0	0.0
11714408.0	2100	0	0.0
11714408.0	2096	0	0.0
11714408.0	1761	0	0.0
11714408.0	1122	0	0.0
11753505.0	2873	0	0.0
11753505.0	3037	0	0.0
11753505.0	3588	0	0.0
11753505.0	2871	0	0.0
11753505.0	2073	0	0.0
11753505.0	1246	0	0.0
11753505.0	436	0	0.0
11753505.0	2127	0	0.0
11753505.0	1092	0	0.0
11753505.0	4039	0	0.0
11969110.0	3792	0	0.0
11969110.0	1672	0	0.0
11969110.0	1811	0	0.0
11969110.0	2269	0	0.0
11969110.0	3940	0	0.0
11969110.0	3025	0	0.0
11969110.0	2888	0	0.0
11969110.0	1671	0	0.0
11969110.0	3491	0	0.0
11969110.0	854	0	0.0
12211711.0	2171	0	0.0
12211711.0	2220	0	0.0
12211711.0	1732	0	0.0
12211711.0	1734	0	0.0
12211711.0	2767	0	0.0
12211711.0	1736	0	0.0
12211711.0	2016	0	0.0
12211711.0	2831	0	0.0
12211711.0	2824	0	0.0
12211711.0	2785	0	0.0
12327110.0	99	0	0.0
12327110.0	231	0	0.0
12327110.0	290	0	0.0
12327110.0	307	0	0.0
12327110.0	322	0	0.0
12327110.0	331	0	0.0
12327110.0	185	0	0.0
12327110.0	136	0	0.0
12327110.0	276	0	0.0
12327110.0	236	0	0.0
12491578.0	845	0	0.0
12491578.0	175	0	0.0
12491578.0	779	0	0.0
12491578.0	916	0	0.0
12491578.0	1583	0	0.0
12491578.0	1917	0	0.0
12491578.0	2608	0	0.0
12491578.0	2874	0	0.0
12491578.0	2954	0	0.0
12491578.0	78	0	0.0
12758385.0	917	0	0.0
12758385.0	1111	0	0.0
12758385.0	2046	0	0.0
12758385.0	3263	0	0.0
12758385.0	3344	0	0.0
12758385.0	4017	0	0.0
12758385.0	4044	0	0.0
12758385.0	4048	0	0.0
13008450.0	1400	0	1.0
13008450.0	1050	0	1.0
13008450.0	2408	0	1.0
13008450.0	2412	0	1.0
13008450.0	2427	0	1.0
13008450.0	2798	0	1.0
13008450.0	3376	0	1.0
13008450.0	3374	0	1.0
13008450.0	3282	0	1.0
13008450.0	1836	0	1.0
13262553.0	3797	1	-1.0
13262553.0	439	1	-1.0
13262553.0	715	1	-1.0
13262553.0	1761	1	-1.0
13262553.0	1884	1	-1.0
13262553.0	3798	1	-1.0
13262553.0	2950	1	-1.0
13262553.0	3091	1	-1.0
13262553.0	2891	1	-1.0
13262553.0	1981	1	-1.0
13404836.0	4043	0	0.0
13404836.0	4017	0	0.0
13404836.0	2153	0	0.0
13404836.0	3478	0	0.0
13404836.0	3273	0	0.0
13404836.0	2499	0	0.0
13404836.0	3803	0	0.0
13404836.0	437	0	0.0
13404836.0	1372	0	0.0
13404836.0	2353	0	0.0
13586639.0	501	0	0.0
13586639.0	2353	0	0.0
13586639.0	967	0	0.0
13586639.0	899	0	0.0
13586639.0	651	0	0.0
13586639.0	540	0	0.0
13586639.0	2355	0	0.0
13586639.0	381	0	0.0
13586639.0	147	0	0.0
13586639.0	366	0	0.0
13778292.0	45	0	0.0
13778292.0	219	0	0.0
13778292.0	3085	0	0.0
13778292.0	2900	0	0.0
13778292.0	2808	0	0.0
13778292.0	2610	0	0.0
13778292.0	1135	0	0.0
13778292.0	1052	0	0.0
13778292.0	976	0	0.0
13778292.0	929	0	0.0
13792474.0	3541	0	0.0
13792474.0	2665	0	0.0
13792474.0	1079	0	0.0
13792474.0	624	0	0.0
13792474.0	2798	0	0.0
13792474.0	3065	0	0.0
13792474.0	2369	0	0.0
13792474.0	3240	0	0.0
13792474.0	369	0	0.0
13792474.0	623	0	0.0
14331005.0	891	1	-1.0
14331005.0	1863	1	-1.0
14331005.0	1975	1	-1.0
14331005.0	2377	1	-1.0
14331005.0	2447	1	-1.0
14331005.0	2448	1	-1.0
14331005.0	2453	1	-1.0
14331005.0	2457	1	-1.0
14331005.0	657	1	-1.0
14331005.0	1923	1	-1.0
14346864.0	902	0	0.0
14346864.0	2512	0	0.0
14346864.0	2519	0	0.0
14346864.0	137	0	0.0
14346864.0	905	0	0.0
14346864.0	2509	0	0.0
14346864.0	1464	0	0.0
14346864.0	2471	0	0.0
14346864.0	2511	0	0.0
14346864.0	1462	0	0.0
14524552.0	2029	0	0.0
14524552.0	2179	0	0.0
14524552.0	476	0	0.0
14524552.0	508	0	0.0
14524552.0	1444	0	0.0
14524552.0	1965	0	0.0
14524552.0	1466	0	0.0
14524552.0	2207	0	0.0
14524552.0	2197	0	0.0
14524552.0	2252	0	0.0
14634883.0	4112	0	0.0
14634883.0	4096	0	0.0
14634883.0	4039	0	0.0
14634883.0	3783	0	0.0
14634883.0	3779	0	0.0
14634883.0	3277	0	0.0
14634883.0	3264	0	0.0
14634883.0	3006	0	0.0
14634883.0	2580	0	0.0
14634883.0	3276	0	0.0
14823931.0	1850	0	0.0
14823931.0	283	0	0.0
14823931.0	302	0	0.0
14823931.0	833	0	0.0
14823931.0	1288	0	0.0
14823931.0	1415	0	0.0
14823931.0	1634	0	0.0
14823931.0	1660	0	0.0
14823931.0	2730	0	0.0
14823931.0	237	0	0.0
15006305.0	1107	0	0.0
15006305.0	2006	0	0.0
15006305.0	2002	0	0.0
15006305.0	1822	0	0.0
15006305.0	547	0	0.0
15006305.0	2242	0	0.0
15006305.0	2768	0	0.0
15006305.0	2055	0	0.0
15006305.0	2001	0	0.0
15006305.0	1231	0	0.0
15019738.0	1003	0	0.0
15019738.0	2952	0	0.0
15019738.0	2637	0	0.0
15019738.0	2495	0	0.0
15019738.0	1578	0	0.0
15019738.0	1967	0	0.0
15019738.0	2277	0	0.0
15019738.0	806	0	0.0
15019738.0	3887	0	0.0
15019738.0	2491	0	0.0
15221245.0	936	0	0.0
15221245.0	421	0	0.0
15221245.0	929	0	0.0
15221245.0	1357	0	0.0
15221245.0	53	0	0.0
15221245.0	1333	0	0.0
15221245.0	1429	0	0.0
15221245.0	1409	0	0.0
15221245.0	1404	0	0.0
15221245.0	298	0	0.0
15276802.0	516	0	1.0
15276802.0	835	0	1.0
15276802.0	858	0	1.0
15276802.0	983	0	1.0
15276802.0	1032	0	1.0
15276802.0	1076	0	1.0
15276802.0	284	0	1.0
15276802.0	105	0	1.0
15276802.0	99	0	1.0
15276802.0	351	0	1.0
15278752.0	3076	0	0.0
15278752.0	3288	0	0.0
15278752.0	2092	0	0.0
15278752.0	838	0	0.0
15278752.0	357	0	0.0
15278752.0	3484	0	0.0
15278752.0	3467	0	0.0
15278752.0	3392	0	0.0
15278752.0	3291	0	0.0
15278752.0	2946	0	0.0
15477703.0	2443	0	0.0
15477703.0	2303	0	0.0
15477703.0	2866	0	0.0
15477703.0	2912	0	0.0
15477703.0	3347	0	0.0
15477703.0	3371	0	0.0
15477703.0	1376	0	0.0
15477703.0	850	0	0.0
15535875.0	686	0	0.0
15535875.0	65	0	0.0
15535875.0	1221	0	0.0
15535875.0	1197	0	0.0
15535875.0	1164	0	0.0
15535875.0	1143	0	0.0
15535875.0	1037	0	0.0
15535875.0	1019	0	0.0
15535875.0	915	0	0.0
15535875.0	399	0	0.0
15562274.0	3088	0	0.0
15562274.0	3658	0	0.0
15562274.0	3647	0	0.0
15562274.0	3643	0	0.0
15562274.0	183	0	0.0
15562274.0	549	0	0.0
15562274.0	1095	0	0.0
15562274.0	3087	0	0.0
15562274.0	3089	0	0.0
15562274.0	3578	0	0.0
15855681.0	998	0	0.0
15855681.0	1215	0	0.0
15855681.0	3350	0	0.0
15855681.0	3278	0	0.0
15855681.0	2272	0	0.0
15855681.0	2902	0	0.0
15855681.0	3327	0	0.0
15855681.0	671	0	0.0
15855681.0	3111	0	0.0
15855681.0	3198	0	0.0
16438273.0	1790	0	0.0
16438273.0	1640	0	0.0
16438273.0	1630	0	0.0
16438273.0	1175	0	0.0
16438273.0	177	0	0.0
16438273.0	123	0	0.0
16438273.0	1845	0	0.0
16438273.0	1830	0	0.0
16438273.0	1772	0	0.0
16438273.0	1641	0	0.0
16489758.0	4271	0	0.0
16489758.0	3260	0	0.0
16489758.0	3258	0	0.0
16489758.0	2585	0	0.0
16489758.0	2581	0	0.0
16489758.0	3831	0	0.0
16489758.0	3832	0	0.0
16489758.0	3556	0	0.0
16489758.0	4265	0	0.0
16489758.0	4070	0	0.0
16497776.0	2739	0	0.0
16497776.0	2688	0	0.0
16497776.0	2721	0	0.0
16497776.0	390	0	0.0
16497776.0	1262	0	0.0
16497776.0	2638	0	0.0
16497776.0	1559	0	0.0
16497776.0	2644	0	0.0
16497776.0	2735	0	0.0
16497776.0	2752	0	0.0
16513269.0	3174	0	0.0
16513269.0	4031	0	0.0
16513269.0	4088	0	0.0
16513269.0	4029	0	0.0
16513269.0	2873	0	0.0
16513269.0	2011	0	0.0
16513269.0	1795	0	0.0
16513269.0	1776	0	0.0
16513269.0	826	0	0.0
16513269.0	463	0	0.0
16589217.0	644	0	0.0
16589217.0	786	0	0.0
16589217.0	2898	0	0.0
16589217.0	2927	0	0.0
16589217.0	2947	0	0.0
16589217.0	3939	0	0.0
16589217.0	3953	0	0.0
16589217.0	2532	0	0.0
16589217.0	3711	0	0.0
16589217.0	3377	0	0.0
16849158.0	746	0	0.0
16849158.0	747	0	0.0
16849158.0	773	0	0.0
16849158.0	50	0	0.0
16849158.0	758	0	0.0
16849158.0	743	0	0.0
16849158.0	741	0	0.0
16849158.0	734	0	0.0
16849158.0	319	0	0.0
16849158.0	83	0	0.0
16894467.0	896	0	0.0
16894467.0	1168	0	0.0
16894467.0	310	0	0.0
16894467.0	99	0	0.0
16894467.0	2285	0	0.0
16894467.0	1650	0	0.0
16894467.0	1216	0	0.0
16894467.0	1348	0	0.0
17035823.0	272	0	0.0
17035823.0	491	0	0.0
17035823.0	1387	0	0.0
17035823.0	2247	0	0.0
17035823.0	2799	0	0.0
17035823.0	3156	0	0.0
17035823.0	3552	0	0.0
17035823.0	3558	0	0.0
17067053.0	3277	0	0.0
17067053.0	3237	0	0.0
17067053.0	3234	0	0.0
17067053.0	2161	0	0.0
17067053.0	2621	0	0.0
17067053.0	3059	0	0.0
17067053.0	2757	0	0.0
17067053.0	3204	0	0.0
17067053.0	2096	0	0.0
17137862.0	3254	0	0.0
17137862.0	3583	0	0.0
17137862.0	3706	0	0.0
17137862.0	3760	0	0.0
17137862.0	2834	0	0.0
17137862.0	2430	0	0.0
17137862.0	3091	0	0.0
17137862.0	2130	0	0.0
17137862.0	1034	0	0.0
17137862.0	3214	0	0.0
17346958.0	3155	0	0.0
17346958.0	3124	0	0.0
17346958.0	1035	0	0.0
17346958.0	1069	0	0.0
17346958.0	1726	0	0.0
17346958.0	2176	0	0.0
17346958.0	2194	0	0.0
17346958.0	3057	0	0.0
17346958.0	3150	0	0.0
17346958.0	3147	0	0.0
17378885.0	109	0	0.0
17378885.0	2828	0	0.0
17378885.0	596	0	0.0
17378885.0	125	0	0.0
17378885.0	2807	0	0.0
17378885.0	2255	0	0.0
17378885.0	1999	0	0.0
17378885.0	1944	0	0.0
17378885.0	1043	0	0.0
17378885.0	923	0	0.0
17478315.0	203	0	0.0
17478315.0	673	0	0.0
17478315.0	3953	0	0.0
17478315.0	991	0	0.0
17478315.0	3391	0	0.0
17478315.0	1012	0	0.0
17478315.0	2284	0	0.0
17478315.0	948	0	0.0
17478315.0	3602	0	0.0
17478315.0	2745	0	0.0
17543572.0	2529	0	0.0
17543572.0	2909	0	0.0
17543572.0	3963	0	0.0
17543572.0	527	0	0.0
17543572.0	529	0	0.0
17543572.0	644	0	0.0
17543572.0	1706	0	0.0
17543572.0	3953	0	0.0
17543572.0	3645	0	0.0
17543572.0	1801	0	0.0
17857574.0	3303	0	0.0
17857574.0	3296	0	0.0
17857574.0	1978	0	0.0
17857574.0	2413	0	0.0
17857574.0	3352	0	0.0
17857574.0	1016	0	0.0
17857574.0	3003	0	0.0
17857574.0	3357	0	0.0
17857574.0	3197	0	0.0
17947391.0	1347	0	0.0
17947391.0	3787	0	0.0
17947391.0	3577	0	0.0
17947391.0	3038	0	0.0
17947391.0	3030	0	0.0
17947391.0	2759	0	0.0
17947391.0	2043	0	0.0
17947391.0	1756	0	0.0
17947391.0	1424	0	0.0
17947391.0	3115	0	0.0
18012145.0	4268	0	0.0
18012145.0	4070	0	0.0
18012145.0	3932	0	0.0
18012145.0	3834	0	0.0
18012145.0	3556	0	0.0
18012145.0	2844	0	0.0
18012145.0	3931	0	0.0
18012145.0	2588	0	0.0
18012145.0	2586	0	0.0
18012145.0	4071	0	0.0
18046791.0	2084	0	0.0
18046791.0	2089	0	0.0
18046791.0	1036	0	0.0
18046791.0	2061	0	0.0
18046791.0	1697	0	0.0
18046791.0	2026	0	0.0
18046791.0	2024	0	0.0
18046791.0	1988	0	0.0
18046791.0	1993	0	0.0
18046791.0	2016	0	0.0
18274620.0	2498	0	0.0
18274620.0	2539	0	0.0
18274620.0	1783	0	0.0
18274620.0	1713	0	0.0
18274620.0	2501	0	0.0
18274620.0	2596	0	0.0
18274620.0	2550	0	0.0
18274620.0	814	0	0.0
18274620.0	2402	0	0.0
18274620.0	2579	0	0.0
18280118.0	3782	0	0.0
18280118.0	4134	0	0.0
18280118.0	1246	0	0.0
18280118.0	2348	0	0.0
18280118.0	825	0	0.0
18280118.0	3518	0	0.0
18280118.0	3276	0	0.0
18280118.0	2548	0	0.0
18280118.0	4100	0	0.0
18280118.0	831	0	0.0
18381568.0	3741	0	0.0
18381568.0	3685	0	0.0
18381568.0	2965	0	0.0
18381568.0	2716	0	0.0
18381568.0	934	0	0.0
18381568.0	1110	0	0.0
18381568.0	1349	0	0.0
18381568.0	1365	0	0.0
18381568.0	3692	0	0.0
18381568.0	3721	0	0.0
18408177.0	15	0	0.0
18408177.0	1235	0	0.0
18408177.0	1213	0	0.0
18408177.0	1166	0	0.0
18408177.0	973	0	0.0
18408177.0	955	0	0.0
18408177.0	924	0	0.0
18408177.0	310	0	0.0
18408177.0	106	0	0.0
18428080.0	651	0	0.0
18428080.0	334	0	0.0
18428080.0	273	0	0.0
18428080.0	739	0	0.0
18428080.0	760	0	0.0
18428080.0	837	0	0.0
18428080.0	862	0	0.0
18428080.0	849	0	0.0
18428080.0	863	0	0.0
18478904.0	785	0	0.0
18478904.0	787	0	0.0
18478904.0	788	0	0.0
18478904.0	790	0	0.0
18478904.0	4053	0	0.0
18478904.0	3819	0	0.0
18478904.0	791	0	0.0
18478904.0	793	0	0.0
18478904.0	2946	0	0.0
18478904.0	3465	0	0.0
18536206.0	2308	1	-1.0
